comment,toxic
"А ещё в РХБЗ у таких машин было особое назначение, она своим потоком воздуха обрабатывает тяжелую технику от отравляющих веществ и даже сдувает радиоактивную пыль. Звук от неё сумасшедший. Может ещё как дымовая или аэрозольная использоваться вроде, но не наблюдал.
",0.0
"Без сокращений и спецтерминов .
",0.0
"У беварда некоторые уличные камеры изначально идут с браком - разъём сам разваливается даже если она просто лежит на складе. И да, цвета полностью совпадают с стандартной распиновкой, и точно так же лечится установкой коробки.
",0.0
"Скорее не потому что время замедлится, а потому что нужно приложить очень много энергии чтобы погасить вращение. На сближение с Солнцем например нужно потратить намного больше энергии чем на полет к краю Солнечной системы. От НАСА даже картинка есть с сравнением.
",0.0
"А при чём тут страховая??? По закону подаёшь в суд на виновника!
",0.0
"Если внимательно поизучать существующие левые взгляды. В том числе и той группы которую представляет ДЮП - то во-первых они говорят о том хорошем, что было в той стране. во-вторых они признают, что эксперимент по построению коммунизма в ТОЙ стране закончился неудачей. НО это не значит, что надо забыть про коммунизм и наслаждаться капитализмом, потому что капитализм себя изживает.
",0.0
"Ага, а то газовики с линейкой придут а 10 см трубы не хватает. Куда дел!? Где лицензия?!
",0.0
"Спасибо, давно искал такие простые и вкусные рецепты в одной таблице
",0.0
"Потому что толстая вибрирует, а другая часть - нет, туда только немного отдает. Но почему было не сделать наоборот, чтобы вибрировала тонкая, я тоже не понимаю...
",0.0
"Ну так после развода общее имущество можно продать и поделить. Ну вообще так умные люди делают, что явно к маме не относится
",0.0
"Вот из за этих ножек разговоров то. Ножки сделали из композитной арматуры и нейлоновых стяжек и все вопрс закрыт. Гнуть ее еще во придумали.
",0.0
"Вес бтр 13 тонн, 8 колёс, если тормоза исправны он может очень резко остановиться.
",0.0
"Скриншоты не годятся для оценки проекта.
",0.0
"Война в книгах была где в середине 2012 года. И если взять во внимание то, что книга была написана в 2002-2005, а может и ещё раньше начинал её писать, то вполне возможна советская обстановка в квартирах. Если не ошибаюсь, в одной из книг Дмитрия, был момент, где один из знакомых Артема говорил что у него японка в гараже рабочая, что во времена до апокалипсиса было роскошью и не у всех был такой транспорт.
",0.0
"У yota зона покрытия больше. Вот в моем селе теле2 не ловит, чтобы воспользоваться этой сетью надо 35 км проехать, а yota -чудесно в любой точке берет и Мегафон. Еще и yoga круто то, что все звонки внутри сети бесплатные, вне зависимости того, что я в одной точки России абонент на 800 км южнее-говорим часами -безвозмездно. Ну и вишенка, для меня, что в любой регион звоню хоть на стационарный, хоть на сотовый yota списывает только минуты. На тарифах других операторов я бы разорилась
",0.0
"Неандерталец с лицом Брэда Питта и учебным световым мечом.
",1.0
"т.е если США будут не допускать вмешательство во внутренние дела государства, которые этого требуют - они будут хорошие ? т.е США введут МЕГА БЛОКАДУ в режиме за каждого убитого пересекающего премия в 100к баксов - они будет абсолютным не вмешательством ?)
",0.0
"Сделала коррекцию в прошлом году за 55тр в Мск на оба глаза. Что скажу по итогу? Небольшое разочарование. Хотелось супер-мега зрение, а в итоге ) я просто хорошо вижу, чуть лучше, чем в линзах (линзы слабее носила всегда). И конечно же отпала десятилетняя ежедневная суета морока с линзами.
",0.0
"Колонка стоит,но уже почти умерла. В этом и ТЗ. Котел поставить сначала на гор воду,а потом батареи подключить. Газ от ввода колонки. Котел на место колонки идеально станет.
",0.0
"110 к это прекрасно, что они получают в Южной Корее, но надо учитывать уровень цен. 1000 далларов, которая у нас будет хорошей зарплатой - в США копейки.
",0.0
"Хороший грамотный был у вас юрист, , он чтит Кодекс..
",1.0
"Ой блять, мамкины борцуны с троллями подъехали. Ирину через резину.
",1.0
"Нет, я не считаю себя безмозглым хомячком-защитником, просто ты настолько очевидно оскорбляешь, что даже твоя мамка это поймет.
",1.0
"У кого то явно целью занятий гимнастикой было не оздоровление организма.
",0.0
"А в чем проблема то..... ? Ну есть у людей деньги на такое.....
",0.0
"Считать безработицу как отношение людей без работы к трудоспособным категорически неверно. Это к вопросу о том что в РФ безработица не 20 . Также как и неверно считать безработицу так, как это делает росстат. Поэтому есть куда более показательные цифры, речь о которых ниже. Такие рассуждения это двойные стандарты. Я не одобряю это. Это я, по сути, мысли этих людей описал. И так и там это незаконно и с этим надо бороться. Ситуация с занятостью совсем не одинаковая. Как же не одинаковая? Вон пруфы выше, там занятость 60 , а у нас 70 , разница абсолютно незначительная, не то что в лживых примерах с статистикой официальной безработицы, где разницы, якобы в 5 раз
",0.0
"Больше всего интересно как они умудряются делать линзы такими дорогими. Что там может стоить 6к в одной лизне для очков? Состав пласика? Антиблик грязь пыль моча эфир сингулярность покрытие? Особая асферическая форма линзы?
",0.0
"данных по нац. составу фашистов не могу найти слету. даже американцы сделали авианалет на мотострелковую дивизию в югославии в которой погибло несколько тысяч наших солдат и кожедуб сбил нескольких американцев в том налете
",1.0
"Мне всего 6 руб 61 коп добавили...пока.Странно что вообще этот тариф с полным интернет бизлимом не закрыли
",0.0
"Неужели там на кузове не предусмотрено ничего, что бы его краном переносить?
",0.0
"Но обе ноги, полной подошвой, потом ноги сгибаешь, на жоп и влево вправо на бок переворачиваешься
",1.0
"Это гифка, чувак, она не обрывается
",1.0
"А когда тележку, оставленную на парковке сносит ветром в припаркованные машины это тоже взаимовыручка? Или когда подходишь к месту, где должны быть тележки, а их нет, они все на парковке остались, т.к нет стимула их возвращать(так периодически происходит у гипермаркета, у которого тележки без залога) . Ну такая себе взаимовыручка.
",0.0
"По ходу на моем местном мясокомбинате именно такие и работают на сосисочных линиях
",0.0
"Весь мир - театр. В нём женщины, мужчины - все актёры. Так что плохого в этом? Да, правды по тв много не ищи, особенно на шоу .. Ну и... Что? Я половину сезонов битвы экстрасенсов фоном под мморпг включал - очень увлекательная дичь.. и что, ты думаешь все смотрят и прям верят? Чем это отличается от того же сериала супернатурал?
",0.0
"Пидор мохнатый. (с)попугай.
",1.0
"моя страница вКонтакте. Конечно всё зависит от материалов и сложности исполнения.
",0.0
"Сколько уже можно постить это дерьмо???
",1.0
"ситуативно бывают моменты когда проще зарядится таблами их стоит воспринимать как инструмент достижения целей в сложных ситуациях. Система и режим во всем конечно лучшее решение чем таблетки. Пока молод и организм тащит)
",0.0
"Поэтому надо надеяться на лучшее, но всегда готовиться к худшему.
",0.0
"Как это мило и по-человечески - спасти одного зверька и тут же убить пару видов.
",1.0
"потому и надо пиздить детей , чтоб были не слабаками!
",1.0
"источник глобальные температуры взяты
",0.0
"как будто нарисованое всё, много карамельных тонов(если что я в искусстве не шарю, попытался передать впечатления в тексте)
",0.0
"Ну это зависит от человека. Выбор есть, можно работать в 30 (ну уж 60, максимум) минут от подъезда до входных дверей офиса примерно за ту же ЗП. Просто у нас многие работают за зарплату уровня 30-40 тыщ на другой окраине Москвы, при этом не ценят своё время которое можно было посвятить на саморазвитие или подработку уж.
",0.0
"Я так тоже аппарат кнопочный нашёл, принес домой - высушил, хотел позвонить, но экран на нем треснутый, контактов только неизвестные , короче стал ждать звонков. Сутки телефон пролежал на полке, и в один прекрасный момент зазвонил. Телефон вернут владельцу запитого типа, тот еще спросил как отблагодарить, на что я ответил что ничего не надо и ушел по делам дальше.
",0.0
"Ну, ВВС - не совсем наши пока)
",0.0
"Ну то, что по нотам настраивать, это понятно. Непонятно что там подкручивать надо.
",0.0
"Минуту думал что это шутка про трансов и какой то из них (а может у всех) окажется член. А потом понял, что это про футбол
",0.0
"Сяоми можно вращать во всех плоскостях и по любым орбитам, главное чтобы был разблокирован загрузчик. (вроде бы можно и с заблокированным, FASTBOOT никто не отменял, но это не точно).
",0.0
"Такой был в фильме Хроники хищных городов . Кто знает, откуда это пошло?
",0.0
"Ого круто! По телеку видел, думаю все это видели. И в ютубе и везде бля реклама этого авто ру , чудо опцией просмотра истории за деньги
",0.0
"Пока есть кто готов идти на эти деньги работать, зарплату никто не подымет
",0.0
"Оборудование на линии ремонтировали.
",0.0
"Знаю, что тапками забросают, но никакого вреда от радара здесь я не вижу. Если, конечно, нигде ранее знака 40 нет. Дорога не широкая, зима, да и качестве не особо - смысла ехать больше 110 я не вижу.
",0.0
"Этот двор тоже камеры снимают, да и, в принципе, оставлять машину на долгий срок и не осмотрительно, и не вежливо
",0.0
"И ведь кто-то эту дорогу строил
",0.0
"Шаг 1 - вызываем спецов и не выёбываемся. AGM Ca Ca Silver(по простому - ЛЮБУЮ батарею на которой VL написано) итд прикуривание на 20А и выше просто добьёт нахуй, а так хоть шанс есть выйти не потеряв 60 ёмкости, а всего 25 в лучшем случае... Короче гайд неактуален и НАВРЕДИТ.
",0.0
"А как же ГК 1079. Сколько историй было, что невиновный в аварии разделял ответственность по возмещению вреда 3м лицам (пассажирам)
",0.0
"Стоп Хам для польских лосей, а у нас они тупые олени!
",1.0
"Хммм. Тогда ок, просто нам надо было оперативно оформлять документы, поэтому и имя было заготовлено.
",0.0
"Никогда не видел микроволновок мощнее 1.2 кВт. И смысл? Обугливать всё по краям?
",0.0
"В США банки до сих пор по старым векселям платят и погашают счета открытые 150 лет назад, причём и банки не из топ пять, а так, региональные, но платят исправно, доллар уже сколько лет держится молодцом. Что не так с банковской системой в России?
",0.0
"Я не смотрела Доктора Хауса. Можешь начинать завидовать )
",1.0
"Лол чё за херня в комментах, все красаучеги)
",1.0
"Ковры на стене реально жуткие были. У меня когда однажды температура была под 40 и я в бред впал, то родителям ковёр снимать пришлось. Уж не знаю, что мне там прибредилось
",0.0
"это если не заплатит за закрытие дела...хитрый план. там наверно и регистратор работает на запись
",0.0
"С играми не все так однозначно. Многие игры я купил и потом понял, что зря. Торренты позволяют сначала попробовать и понять - нужно ли тебе это. Фильм однозначно лучше смотреть в кинотеатре, но там полчаса ебучей рекламы перед началом - спрашивается, за что я тогда платил деньги? Да и крутят там только новые фильмы, а они, в большинстве своем, говно.
",0.0
"Открытые данные Сбербанка. Не думаю, что они учитывают серую...
",0.0
"Надо вспомнить что за статейка была про последствия локального ядерного конфликта, там как раз приводили в пример Индию с Пакистаном. Толи последствия равны были продолжительному извержению крупного вулкана, что пройдет относительно незаметно, толи наоборот человечество ощутит приближение пятиного песца с глобальным изменением климата.
",0.0
"Я, похоже, отстал, ко мне это пришло ближе к 30.Или раньше люди были другими.
",0.0
"А еще про фазы Луны не забудьте. И конечно при анализе положения Венеры мы должны смотреть на седьмой дом.
",0.0
"Ага. Аномалия. То-то же на месяц вперёд в прогнозе только один солнечный день.
",0.0
"А по материалу какие лучше? Я взял пару простых белок и они уже на второй раз на веник похоже, носик как веер(кисти в обычном строительном растворители купаю) или проще дешевле брать из на 1-3 покраса?
",0.0
"А где в мировой истории впервые упоминается откат?
",0.0
"Интересно всем именно это не понравилось?..
",0.0
"Я сейчас на МТС - 275р мес за безлимитный интернет по России и 500минут на всех операторов. До заявления на переход было в 2 раза дороже
",0.0
"Ой , не пугайте меня - мы что все станем евреями ?
",1.0
"Думаю да. На проект было выделено десять миллионов. Субподрядчику досталось два. Субподрядчик нанял фирму за 500 тысяч. Которая наняла бригаду Рамшутов. За 100 тысяч. Так оно и бывает. Вероятность действительно не большая, пусть одна из тысячи, но она есть. ГОРАЗДО лучше если ее нет вообще. Спокойнее как то. А учитывая то что именно со мной этот случай и произошел..
",0.0
"А нахрена тогда ты здесь это писал?
",1.0
"А Shambles (квартал торговцев) Вы пропустили? Кстати, там рядом есть паб, The Golden Fleece называется, в нем я пил самое вкусное пиво в Англии.
",0.0
"Меняли с пурины на Hill s и гипоаллергенный дорогой
",0.0
"Это когда электрик-мудак не проверил исправность защитного заземления
",0.0
"А мне не надо конфету. Я сейчас хожу с телефоном 2013 года и мне почти норм, только браузер уже не тянет, жаль. У меня требования очень маленькие, игры можно вообще убрать. Ватсапп, браузер, телега.
",0.0
"да и не только в игры, типа мужчины лучше во всех дисциплинах (шахматы, спорт, гонки)
",0.0
"40м однушка в доме 70-80 годов за 5.5-6 более чем реально, да и метро будет в 10 минутах пешком.
",0.0
"Если Док в РФ решил полный бак сейчас заправить - боюсь что дальше будет с ценами...
",0.0
"Обратная ситуация. Есть дебеторка зелёная. Нужна кредитка. По факту дебетовая. Просто за бугром много что по дебетовой не сделаешь. Аренда ИТП. Сбер сделал за 10 мин бесплатно. Тиньк же жевал мозг неделю, влупил под сраку процентов и обслуживание... И ушел в пешее... ЗЫ обещали 15. Ззы зелёные сделали 25 но льготный очень длинный...
",0.0
"А верхний нитенатяжитель тоже можно от любой машинки? У меня такая стоит, я её почистил и смазал, но нить сверху стопорится и рвётся при шитье, как ни крутил натяжение.
",0.0
"Моего недовольства тут нет. Я нормально зарабатываю и работаю сейчас сам, на себя. Хотя почему то модно переносить примеи на написавшего, с унизительной интерпритацией сказанного. Для того и нужны прозрачные данные зарплат. Что бы у одних не возникало вопросов,а другие не охуевали. Что все люди разные это и иак понятно, и отношения к проблеме того, что кто то судит всех со своей колокольни не имеет. Все люди разные, но имея прозрачные данные, каждый мог бы понимать что, как и почему.
",0.0
"За Devotion даже обидно как-то, игра достаточно хорошая в своем жанре. Разработчики явно умеют в хорроры
",0.0
"Фб неудобный для пользователей, но вполне удобный для таргета. В вашем случае можно попробовать таргет на недавно переехавших, например. А вообще, поисковая реклама даст больше. Дороже,но больше. Соц сети можно использовать для работы с брендом. И кстати, реклама в инсте тоже может настраиваться через фб. Даже если вы нажимаете кнопку продвигать в инстаграм, у вас автоматически создаётся рекламный кабинет в Facebook
",0.0
"20мл жидкости (раз в месяц) можно проносить из России в Эстонию.
",0.0
"в той самой ламповой озвучке... человек провел масштабнейшую работу кстати
",0.0
"Кот автора в комментах! Урмяу!
",1.0
"хм, интересно было бы послушать научное обоснование почему именно последний, а не, например, первый? p.s. зачем мне это?
",0.0
"Что-то Ренди Марш из South Park вспоминается:
",0.0
"Написанно же, объем 5 литров
",0.0
"Или в России 1910 года на 151 375 рублей по царскому курсу. 1 царский рубль был равен 1513 рублей 75 копеек.
",0.0
"Ездить не запрещает, но делает поездки более геморными и дорогими. При наличии связей от этого бы обязательно избавились бы.
",0.0
"Если тонкая ткань и светлая, то акрилом по ткани можно. Я хочу свою куртку хаки, как парка - что-нибудь сделать.
",0.0
"А вот эта бабища - она бабища или членобаба?
",1.0
"- Ладно! Ладно! Бабуля! Я СОГЛАСЕН!!! Показывайте свою дочь...
",1.0
"Это значит, что это лишь намеренное игровое упущение. Захотели так, сделали так. Да и теорий почему всё отсталость в 80х можно придумать кучу.
",0.0
"Корпус оригинал? Покупал я как-то корпус китайский на самсунг, так это был просто ужас.
",0.0
"А ещё в СССР издавали произведения Солженицына, значит советский союз был сам против себя.
",0.0
"Полный дегенерат! По все показателям.Даже не достоин звания пошляка.
",1.0
"Я читал, что для них нужны новые чипы на картриджи при заправке, и что фотобарабан там с малым ресурсом. Пишут, что около 7000 страниц. Получается, две-три заправки и замена всех катриджей (которые стоят очень дорого). В принципе, я рассматривал принтер в ценовой категории подороже. Может даже более корпоративную модель . Только не очень здоровую. По цене тысяч до 20-25. И смотрел на те, которые заправляются без чипов. Просто засыпал и всё. Боюсь, вдруг их потом чипы к нему из продажи пропадут. Пользоваться я им планирую (особенно цветным) не часто. Раз в пару недель, если даже не реже. Основные фотки понапечатаю и потом больше для документов с цветными элементами. Из того, что я читал - многие советуют Kyocera из серии ECOSYS. Но пишут, что там есть пара минусов: может сдохнуть через какое-то время проявка и дорогой оригинальный тонер. Что вы скажете по поводу общей надёжности этой серии и качества неоригинального тонера?
",0.0
"Кто видел некоторое дерьмо? - поднимите лапу!
",1.0
"эм...нет. Практически любой металл образует соли, не помню точного определения соли, но вроде это металл кислотный остаток к примеру NaCl - натрий и остаток HCl (соляная кислота)
",0.0
"Знаю о чем говорю. Нет никаких услуг и подписок и быть не может. Это особенность оператора
",0.0
"если бы.... там помещение дело как временное строение оформлено, а энто дело ни одна страховая обслуживать не будет... Ну как минимум года с 2 назад пытался... не смог застраховать...
",0.0
"Как это нет справочников? Стационарные телефоны как правило устанавливались очень давно, большинство еще в советское время. Тогда телефонные справочники были у каждого абонента. Можно поспрашивать у старожилов имеющих стационарные телефоны, они такие вещи никогда не выбрасывают.
",0.0
"Вот интересно, что вместо мозга у тех, кто придумывает, реализует и покупает подобную пошлость? Неужели во всей этой цепочке никто не засомневался, не спросил себя: капкейки с автоматами, серьезно?
",1.0
"Бля в каком то хмырмиме 2 полосы!
",1.0
"Я мимокрокодил, но работаю в небольшой киносети в IT. Некоторые кинотеатры действительно оправдывают рекламу возможностью сдерживать рост стоимости билетов, но по факту это в большинстве случаев доп.выручка, хотя в некоторых случаях существенная статья доходов. Сейчас кинопрокат на грани рентабельности.
",0.0
"продукты и прочее без проблем можно купить? а то часто с отсутствием работы, отсутствуют и товары в магазинах.
",0.0
"Дерьмо-мина это баянистая первоапрельская шутка, в которую верят люди, далёкие от армии.
",1.0
"Интересно, что это за гнусь такой, что у нас его в продаже не было? Что там уникального было, что его нужно было с заграницы везти?
",0.0
"В соответствии с чем? Есть гематома, её и лечи. Лечение не зависит от того что мальформация порвалась спонтанно или вследствие постороннего вмешательства. Это как травмы вследствие аварии. Врач не должен дедуктивными методами выяснять лечит он пассажира или виновника аварии и делать от этого какие-либо выводы. От этой информации ничего в ведении больного не изменится. А в юридическом аспекте изменится многое. Перечитал, когда пациент умирал кто-то поумнее сказал автору писать чмт. Судмедэксперт выставил чмт. Вопросы?
",0.0
"Прям небольшое путешествие во времени
",0.0
"это вроде на Соколе и там прям поселок. а не отдельно стоящий дом. раньше этот дом арендовал один российский игроразраб )
",0.0
"Кстати, почему 1 8 доля, а не 1 4? Наследников же четверо?
",0.0
"А можно у Вас попросить купить любую из купюр? Собираю разные купюры из разных стран и разных времён. Если можно, каким образом?)
",0.0
"Увидев домен .rzd подумал, что РЖД купила себе домен первого уровня, а потом только понял, что домен внутренний.
",0.0
"Вот оно счастливое детство.
",0.0
"Мне понравилась. Не без косяков, но для своего бюджета вполне сгодится.
",0.0
"Хорошая идея Как бы реализовать(
",0.0
"Точно такая же каталась от Красково до, предположительно, Казанского. Один глаз всю дорогу. При том, что из сумочки доставала мешочек на завязках, из него - горсть мешочков на завязках, в одном было зеркальце, в другом - тушь, в третьем кисточка какая-то. И один несчастный глаз (мне выходить надо было минут через 30 после того, как она заходила). Не знаю, как она потом моргала. Возможно, в остальных мешочках были скотчи для фиксации верхнего века в открытом состоянии.
",0.0
"брал пылесос за 11990 телка интересное название валюты какой курс к рублю на данный момент?
",0.0
"К последнему более подошла бы фраза Зачем вам всем жрать, если могу пожрать только один я.
",1.0
"Спасибо! В Черных Деловых Линиях я имел честь (несчастье) даже месяц поработать - охотно верю, что они замыкают список. Сумма итого озвучена была только сегодня, после транспортировки груза из квартиры на терминал и точного пересчета параметров (вес, объем). Причиной изменения цены как мне объяснила мадам (или мадемуазель) по телефону дополонительная упаковка моего груза в защитную тару. Которую я ни разу не хотел заказывать и уж точно не подозревал, что она стоит двадцатку.
",0.0
"проверит и при каких -либо сомнениях попросит у продавца необходимые документы, например у нотариусов что нет притязаний собственников или если какая-нибудь бабушка продает что она дееспособная, нюансов на самом деле много...
",0.0
"Почему не Мерц? Полстар хоть и декларируется как чистящее средство, но им лучше пользоваться как кондиционером при прогоне экстрактором, так как моющая способность у него никакая.
",0.0
"Ну захочет в час ночи. Покормишь. Утром вставать в садик, он будет никакой и будет хотеть спать. В этот день скорее всего поест вовремя, если нет, то повторится такое пару дней и будет есть вовремя.
",0.0
"Ок. А как тогда космонавты пьют?
",0.0
"Ожирение 1й степени как минимум судя по пропорциям
",0.0
"Привет от соседей-зомби
",1.0
"Не помогает, говорю что ничего особо и не надо, либо слишком дорогое для подарка, но если очень хочется можете денег подарить. Но нет, все равно продолжают дарить всякую ненужную фигню.
",0.0
"Некуда бежать. Бомбардировка Пфорцхайма показала, что любой город и любой дом там могут быть объявлены военной целью.
",0.0
"блять нахуя они снимали последний сезон уроды? если обычно у сериалов по сезонам идет оценка вниз постепенно, к примеру первый сезон 7, второй 6 третий 4, то тут у последнего сезона оценка резко падает на 0, тупо снято ради денег, уже даже сюжет не в тему и всё не в тему
",1.0
"А нацизм это националистический фашизм. Так что правильно объединяют.
",1.0
"Как вариант, можно поискать в интернете текстовое прохождение игры (или видео гайд). Отсутствие каких-либо гайдов через месяц после релиза игры уже наводит на определённые мысли.
",0.0
"Это демо версия) полная версия после взятия кредита под 12 )
",0.0
"Лучше больше ближе к лету, на майские там еще может снег сырой лежать
",0.0
"Половину этих фамилий помню ещё с ЧМ 2010. Это к вопросу о нашей команде. Она почти не меняется.
",0.0
"По общим затратам сравнивайте, а не только электроэнергию на подачу воздуха. МБР (мембранные биореакторы) гораздо эффективнее классики и могут рулиться с более высокими удельными нагрузками. При этом занимают раз в десять меньше площадей и могут сейчас очень хорошо автоматизироваться. Так что вопрос затрат не так прост, да и в промышленности сейчас они (мбр) все чаще попадаются, потому как их можно хорлшо приспособить под конкретный тип стоков, которые коммуналка не съест.
",0.0
"если машина разгоняется и едет быстрее значит она качественнее.
",0.0
"По ее словам, батарея, из-за которой пострадали люди, была установлена в 2011 году за три года до аварии. При этом в управляющей компании гарантировали правильную работу радиатора в течение пяти лет. После инцидента компания сменила реквизиты, поэтому юридически такой фирмы больше нет, хотя фактически, как отмечает женщина, она существует и в ней работают те же сотрудники.
",0.0
"у нас и в МО дефицит врачей. Если уж готов заполярье ехать, то чего бы в любую подмосковную больницу не устроиться? Или влечет какая-то романтика севера?
",0.0
"А почему ххх78? Узко мыслите. Придумайте название и на всю Россию. Плюс радиус оповещений что бы задавать можно было.
",1.0
"Он видел некоторое дерьмо
",1.0
"По телефону они любую цену могут назвать
",0.0
"фейк. Были не японские, а китайские пираты) ( развенчание мифа)
",0.0
"Бесплатно брать нельзя, а платить даже 3-6р за перестановку автомобиля нет желания. Просто из принципа.
",0.0
"На месте мужа. Показательно набил бы ебло... ЖЕНЕ!!!! Прямо при сталкере. Надо же как выдумать про свои шлюхачьи похождения!
",1.0
"Спс, Пратчетт мне понравился, но эту не читал
",0.0
"Пост на реакторе был ещё 6 часов назад.. р а на Пикабу на 2 часа позже разместили
",0.0
"Я знаю как это работает, эта песня мимо..лучше Фредди никто не споет уже
",0.0
"Истина в том, что это кружка для чая, а не для вина.
",0.0
"Возможно в количестве пустых зёрен, наличием большего количества добавок, качестве самого сырья.
",0.0
"По расходам вы правы. Разница не сильно большая между найденной мною( ). Так что тут нужно еще другие данные подключать. Если брать возможность положить 10к под 4 , то выйдет за 10 лет 14802 доллара, что так себе, честно говоря. Но тоже деньги. Но если так считать, то можно и получить налоговые кредиты в 30 от ПОЛНОЙ стоимости установки системы солнечной энергии. Тоесть аккумуль будет уже стоить 7 к. Можно так же взять в расчет, что цена на электричество растет, например в калифорнии с 2017-2018 июньское электричество выросло на 2.6 ( ) то на баланс ниже 25к можно получить максимум 1 Я не занимаюсь установкой панелей и не проживаю в Калифорнии, так что основываюсь на найденой статистике, а мой лондонский чуть выше уровня you me feisom ob teibl . Так же у меня нету готовых экселей для подсчета выгоды, все приходится обдумывать и придумывать. С учетом налоговых кредитов и количеству солнечных дней, с падением цен на солнечные панели, я все таки думаю, что можно получить выгоду больше, чем в банке. Но как и говорил раньше, все очень сильно зависит. Я не претендую на истину, а просто дискутирую, ибо Discussio mater veritas est . Если есть точные расчеты с учетом вышеизложенных фактов, то с удовольствием познакомлюсь.
",0.0
